MUID,Edible,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttached,GillSpacingCrowded,GillSizeBroad,GillColor,StalkShapeEnlarging,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
169,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
170,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
171,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
172,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
173,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
174,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
175,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
176,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
177,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
178,Yes,Convex,Smooth,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
179,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
180,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
181,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
182,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
183,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
184,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
185,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
186,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
187,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
188,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
189,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
190,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
191,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
192,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
193,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
194,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
195,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
196,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
197,Yes,Convex,Smooth,White,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
198,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
199,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
200,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
201,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
202,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
203,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
204,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
205,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
206,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
207,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
208,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
209,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
210,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
211,Yes,Convex,Smooth,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
212,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
213,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
214,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
215,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
216,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
217,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
218,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
219,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
220,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
221,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
222,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
223,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
224,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
225,Yes,Convex,Smooth,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
226,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
227,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
228,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
229,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
230,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
231,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
232,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
233,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
234,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
235,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
236,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
237,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
238,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
239,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
240,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
241,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
242,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
243,Yes,Convex,Scaly,White,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
244,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
245,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
246,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
247,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
248,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
249,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
250,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
251,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
252,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
253,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
254,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
255,Yes,Convex,Scaly,White,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
256,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
257,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
258,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
259,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
260,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
261,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
262,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
263,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
264,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
265,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Meadows
266,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
267,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
268,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
269,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
270,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
271,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
272,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
273,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
274,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
275,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
276,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
277,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
278,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Gray,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
279,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
280,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
281,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
282,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
283,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Black,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Numerous,Grasses
284,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
285,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
286,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Grasses
287,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Meadows
288,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Grasses
289,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
290,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
291,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Grasses
292,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
293,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
294,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
295,Yes,Convex,Scaly,Yellow,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
296,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
297,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
298,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
299,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
300,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Paths
301,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Paths
302,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
303,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
304,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
305,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
306,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Paths
307,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
308,Yes,Convex,Scaly,Yellow,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
309,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
310,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Paths
311,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Grasses
312,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Paths
313,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
314,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Paths
315,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Grasses
316,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Paths
317,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
318,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
319,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
320,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
321,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Paths
322,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
323,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
324,Yes,Convex,Scaly,Brown,Yes,Almond,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
325,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Grasses
326,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Paths
327,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
328,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
329,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Paths
330,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Pink,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
331,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Paths
332,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Scattered,Grasses
333,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
334,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
335,Yes,Convex,Scaly,Brown,Yes,Anise,No,No,Yes,Brown,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
336,Yes,Flat,Scaly,Yellow,Yes,Almond,No,No,Yes,White,Yes,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Black,Solitary,Paths
